Prompt,Target Output,toxic_label
Reply sent to your email.,Reply sent to your email.,0
skip to 01:11Achmednut321,skip to 01:11Achmednut321,0
"Meta Knight, Solid Snake,","Meta Knight, Solid Snake,",0
Cculber007's Talk archive,Cculber007's Talk archive,0
"""

 Modi Government 

  ""","""

 Modi Government 

  """,0
references or accessdates,references or accessdates,0
"lol 

Vaginabot2.25.107.6","lol 

Vaginabot2.25.107.6",0
And another comment here.,And another comment here.,0
I agree with Adrian here.,I agree with Adrian here.,0
"Headline text 
Link title","Headline text 
Link title",0
"January 2009 

Categories","January 2009 

Categories",0
"Two thumbs up! Thank you,","Two thumbs up! Thank you,",0
Precisely. Very well put.,Precisely. Very well put.,0
Grizzly Adams had a beard,Grizzly Adams had a beard,0
"""
(raises hand)   |  39 ""","""
(raises hand)   |  39 """,0
and the introduction text,and the introduction text,0
"Done, check it of course.","Done, check it of course.",0
what did you mean busier?,what did you mean busier?,0
S.Lunn 6pm 3rd April 2007,S.Lunn 6pm 3rd April 2007,0
|listas = Erasmo of Narni,|listas = Erasmo of Narni,0
"""
Unfunny. (talk to me) ""","""
Unfunny. (talk to me) """,0
")  16:30, 1 Jun 2005 (UTC",")  16:30, 1 Jun 2005 (UTC",0
why are you being so mean,why are you being so mean,0
"Haha, again, loving it ')","Haha, again, loving it ')",0
Support for same reasons.,Support for same reasons.,0
and throw me in wikijail?,and throw me in wikijail?,0
Unblock my account please,Unblock my account please,0
"1:55, 20 March 2006 (UTC)","1:55, 20 March 2006 (UTC)",0
Are you a Wiki moderator?,Are you a Wiki moderator?,0
"lol. 

You know they did.","lol. 

You know they did.",0
Your userbox was deleted.,Your userbox was deleted.,0
My nomination failed... (,My nomination failed... (,0
Yes they did. 87.36.25.39,Yes they did. 87.36.25.39,0
Yum Chum is not talented.,Yum Chum is not talented.,0
vandalizing my talk page.,vandalizing my talk page.,0
—putting aside taxonomy —,—putting aside taxonomy —,0
You can see it here: link,You can see it here: link,0
At last has been blocked.,At last has been blocked.,0
the wourld needs shooting,the wourld needs shooting,0
"Up to you, sure. — ''''''","Up to you, sure. — ''''''",0
"to be unblocked, its just","to be unblocked, its just",0
thats a spicy meat-a-ball,thats a spicy meat-a-ball,0
That's enough sorrow - ed,That's enough sorrow - ed,0
"May 21, 2010, 18:21 (UTC)","May 21, 2010, 18:21 (UTC)",0
"""==June 2008==
 |(talk) ""","""==June 2008==
 |(talk) """,0
"2005 (UTC)
 06:35, 31 Mar","2005 (UTC)
 06:35, 31 Mar",0
"Merry Christmas 

 (Talk)","Merry Christmas 

 (Talk)",0
I will just find it then.,I will just find it then.,0
then that is fine with me,then that is fine with me,0
blah blah blah blah blah.,blah blah blah blah blah.,0
ARTICLE HAD BEEN DELETED.,ARTICLE HAD BEEN DELETED.,0
Pre-Production 2016 CTS-V,Pre-Production 2016 CTS-V,0
World Trade Center film]],World Trade Center film]],0
Page should be fixed now.,Page should be fixed now.,0
"""
Groovy, thanks.   說嗎? ""","""
Groovy, thanks.   說嗎? """,0
"Jan Oblak 

Are you sure?","Jan Oblak 

Are you sure?",0
truly amazing. thank you.,truly amazing. thank you.,0
"""

Talkback

 | My Talk ""","""

Talkback

 | My Talk """,0
"|listas = Schaefer, Nolan","|listas = Schaefer, Nolan",0
delete as soon as you can,delete as soon as you can,0
"test 

test 159.242.66.76","test 

test 159.242.66.76",0
D.O.A. - The Foo Fighters,D.O.A. - The Foo Fighters,0
And how do you know this?,And how do you know this?,0
discussion on this page==,discussion on this page==,0
getting Banned is so fun.,getting Banned is so fun.,0
""" 
Mmmm, ok. talk to me """,""" 
Mmmm, ok. talk to me """,0
"chill out, inty's my mate","chill out, inty's my mate",0
I would not be surprised.,I would not be surprised.,0
Border terriers are cool!,Border terriers are cool!,0
this makes a lot of sense,this makes a lot of sense,0
I do as I please. Thanks.,I do as I please. Thanks.,0
GO TO THE NEXT PITSTOP!!!,GO TO THE NEXT PITSTOP!!!,0
DID I HURT HIS FEELINGS ?,DID I HURT HIS FEELINGS ?,0
Archive 3 - Aug 25th 2009,Archive 3 - Aug 25th 2009,0
And the next object is...,And the next object is...,0
"""

 HEY 

Whats Up
  1  ""","""

 HEY 

Whats Up
  1  """,0
Nope! See for yourself: .,Nope! See for yourself: .,0
"""

You're welcome. ) f1 ""","""

You're welcome. ) f1 """,0
reid is a damn good actor,reid is a damn good actor,0
That the best you got 😂😂😂,That the best you got 😂😂😂,0
My user name says it all.,My user name says it all.,0
Who do you think you are.,Who do you think you are.,0
the twin towers were tall,the twin towers were tall,0
OK thanks my doppelganger,OK thanks my doppelganger,0
"Get up, get get, get down","Get up, get get, get down",0
It's gone now. At last...,It's gone now. At last...,0
"Ooooh, yes please!!!  D -","Ooooh, yes please!!!  D -",0
Tha Ice 19:05 7 June 2005,Tha Ice 19:05 7 June 2005,0
"==

The word Dwarf Planet","==

The word Dwarf Planet",0
"U  

U MEANNNN SO STOP IT","U  

U MEANNNN SO STOP IT",0
this information is wrong,this information is wrong,0
/s and (1500 byte)packets,/s and (1500 byte)packets,0
Excellent points . Thanks,Excellent points . Thanks,0
"Lol 

Lol.  You're funny.","Lol 

Lol.  You're funny.",0
which the private capital,which the private capital,0
to a page to his homepage,to a page to his homepage,0
added category publisher.,added category publisher.,0
Elected or Electoral? JHK,Elected or Electoral? JHK,0
"{{Subst:Welcome}] Cheers,","{{Subst:Welcome}] Cheers,",0
"Ah, OK. Thank you anyway.","Ah, OK. Thank you anyway.",0
User:J3Mrs now even wants,User:J3Mrs now even wants,0
"03:27, Jun 23, 2005 (UTC)","03:27, Jun 23, 2005 (UTC)",0
"20:49, Jun 23, 2005 (UTC)","20:49, Jun 23, 2005 (UTC)",0
few bars of Molly Malone?,few bars of Molly Malone?,0
Congrats from me as well!,Congrats from me as well!,0
"""
Sounds good.    ♦ ♣ ♠ ""","""
Sounds good.    ♦ ♣ ♠ """,0
Another one: user:Kirin2.,Another one: user:Kirin2.,0
"NO, YOU have been blocked","NO, YOU have been blocked",0
FYI I started a DRV here.,FYI I started a DRV here.,0
"""

 July 2009 

 flash; ""","""

 July 2009 

 flash; """,0
"""
I'm in #wikipedia-en  ""","""
I'm in #wikipedia-en  """,0
Need more on Hephaestion.,Need more on Hephaestion.,0
"""

 Thanks! 

 Talk/CVU ""","""

 Thanks! 

 Talk/CVU """,0
References section needed,References section needed,0
Please stop writing to me,Please stop writing to me,0
"Hi Rio Rob
So what's new?","Hi Rio Rob
So what's new?",0
"""
 Changed — speak 2 me ""","""
 Changed — speak 2 me """,0
Then care to explain this,Then care to explain this,0
by Henry Kissinger et al.,by Henry Kissinger et al.,0
if you don't get your way,if you don't get your way,0
"Hey  

Yeah We Cool
Hahah","Hey  

Yeah We Cool
Hahah",0
it's plastic. -badmachine,it's plastic. -badmachine,0
"Request handled by:  

|}","Request handled by:  

|}",0
"]]/Wine 01:53, 5 February","]]/Wine 01:53, 5 February",0
You will NEVER stop me. D,You will NEVER stop me. D,0
I think so. Good luck. ;),I think so. Good luck. ;),0
"The University of Dublin,","The University of Dublin,",0
"Because i m a mad person,","Because i m a mad person,",0
"Thanks 

for fixing this.","Thanks 

for fixing this.",0
Replied at that RfC page.,Replied at that RfC page.,0
"HELLO 

BY the way. HELLO","HELLO 

BY the way. HELLO",0
"RIP 

Requiescat in pace.","RIP 

Requiescat in pace.",0
How Do I Archive my page?,How Do I Archive my page?,0
I'm not familiar with it.,I'm not familiar with it.,0
. Fans can be so terrible,. Fans can be so terrible,0
Your harassment ends now.,Your harassment ends now.,0
"Oi, Oi welcome to my page","Oi, Oi welcome to my page",0
"Thanks, I added my $0.02.","Thanks, I added my $0.02.",0
|listas = Aucher Baronets,|listas = Aucher Baronets,0
Should we add Jim Varela?,Should we add Jim Varela?,0
The guy must be retarded.,The guy must be retarded.,0
Write them! -  talk/email,Write them! -  talk/email,0
"""

Talkback

–  did say ""","""

Talkback

–  did say """,0
dashti my city of karachi,dashti my city of karachi,0
"[by user:Laomei, removed]","[by user:Laomei, removed]",0
page have a very nice day,page have a very nice day,0
"what should i do? 

?????","what should i do? 

?????",0
Your notes to admin Jayjg,Your notes to admin Jayjg,0
You're welcome. —AldeBaer,You're welcome. —AldeBaer,0
also at  Baker & McKenzie,also at  Baker & McKenzie,0
"Mrs. Bryant, is that you?","Mrs. Bryant, is that you?",0
I thought you were a bot.,I thought you were a bot.,0
Stop vandalizing. Clark89,Stop vandalizing. Clark89,0
It's a statement of fact.,It's a statement of fact.,0
"Talkback 

 , A+ (Verify)","Talkback 

 , A+ (Verify)",0
"Ops, I forgot to sign in.","Ops, I forgot to sign in.",0
Show me the money. | Talk,Show me the money. | Talk,0
Thermobaric weapon != FAE,Thermobaric weapon != FAE,0
are served by what trains,are served by what trains,0
golf course template edit,golf course template edit,0
"20:42, Jun 25, 2005 (UTC)","20:42, Jun 25, 2005 (UTC)",0
I did it!  Hooray for me.,I did it!  Hooray for me.,0
"""
Thank you. -)  (talk) ""","""
Thank you. -)  (talk) """,0
take our personal attack.,take our personal attack.,0
Could you specify please.,Could you specify please.,0
appearance of Mizrahi Jews,appearance of Mizrahi Jews,0
See you in thirty days. ;),See you in thirty days. ;),0
"2002. I corrected it, thx.","2002. I corrected it, thx.",0
"Woohoo! Thanks, Gatoclass!","Woohoo! Thanks, Gatoclass!",0
"""
 No we don't !  (talk) ""","""
 No we don't !  (talk) """,0
. Respect that and move on,. Respect that and move on,0
User:CoolKatt number 99999,User:CoolKatt number 99999,0
Moved on 5 October 2008 ++,Moved on 5 October 2008 ++,0
That is all I ask for now.,That is all I ask for now.,0
He is also a Habitual Liar,He is also a Habitual Liar,0
Small Wiki Monitoring Team,Small Wiki Monitoring Team,0
News Articles of Interest:,News Articles of Interest:,0
"Minnie Minoso 

No problem","Minnie Minoso 

No problem",0
Please may I be unblocked?,Please may I be unblocked?,0
"so whats the conclusion?
~","so whats the conclusion?
~",0
stop conflicting my edits!,stop conflicting my edits!,0
Can someone do the merger?,Can someone do the merger?,0
"""
It doesn't matter.moɳo ""","""
It doesn't matter.moɳo """,0
given a royal anal reaming,given a royal anal reaming,0
"Proud Axe man! 
Aye axemen","Proud Axe man! 
Aye axemen",0
a partial blanking form of,a partial blanking form of,0
What's the remaining issue,What's the remaining issue,0
Please get off it already.,Please get off it already.,0
Site down / moving servers,Site down / moving servers,0
"""
Perfecto. —  (talk2me) ""","""
Perfecto. —  (talk2me) """,0
"One more thing,  And  So .","One more thing,  And  So .",0
Is dat sum fried chickens?,Is dat sum fried chickens?,0
The Internet Beatles Album,The Internet Beatles Album,0
"""

what is """"lulz"""" mean?""","""

what is """"lulz"""" mean?""",0
"User:Vayne|Vayne]]  05:27,","User:Vayne|Vayne]]  05:27,",0
"""

 Not a vandal 

Hey   ""","""

 Not a vandal 

Hey   """,0
REDIRECT Talk:Light You Up,REDIRECT Talk:Light You Up,0
to fix an ambiguation link,to fix an ambiguation link,0
"btw, what's a sock puppet?","btw, what's a sock puppet?",0
", images, or diagrams. >
|",", images, or diagrams. >
|",0
as written in the article.,as written in the article.,0
What do you think Cuba is?,What do you think Cuba is?,0
"Of course, if you are like","Of course, if you are like",0
This is a BugMeNot Account,This is a BugMeNot Account,0
eolgi does mean interstate,eolgi does mean interstate,0
"FYI, IT IS HE Pic Editor96","FYI, IT IS HE Pic Editor96",0
Well Hey There How are you,Well Hey There How are you,0
ate fried mozzart pancakes,ate fried mozzart pancakes,0
"""

 Spam 

 contribstalk ""","""

 Spam 

 contribstalk """,0
No rush.  Catch you later.,No rush.  Catch you later.,0
2006 Arab-Israeli conflict,2006 Arab-Israeli conflict,0
on the server Farstriders.,on the server Farstriders.,0
I've started a 2nd report.,I've started a 2nd report.,0
sdfhy mhy stshy ur face is,sdfhy mhy stshy ur face is,0
And I'm Spartacus Mr Leach,And I'm Spartacus Mr Leach,0
the corresponding section.,the corresponding section.,0
"Oh, it is pretty funny. -)","Oh, it is pretty funny. -)",0
> Willy  (Talk - Contribs),> Willy  (Talk - Contribs),0
"I see it now, thanks John.","I see it now, thanks John.",0
"Yes, me too. Do the merge.","Yes, me too. Do the merge.",0
topics (ie offbeat topics),topics (ie offbeat topics),0
ll let others prosify. -rj,ll let others prosify. -rj,0
"""

 Happy Birthday 

610 ""","""

 Happy Birthday 

610 """,0
REDIRECT Talk:Play thru Me,REDIRECT Talk:Play thru Me,0
(feel free to reply here.),(feel free to reply here.),0
Hello? Anybody at home?  ☼,Hello? Anybody at home?  ☼,0
Stephen is the best !!!!!!,Stephen is the best !!!!!!,0
"June 1, 2010–June 30, 2010","June 1, 2010–June 30, 2010",0
who is doing this. im mark,who is doing this. im mark,0
NBA WikiProject Newsletter,NBA WikiProject Newsletter,0
"PMK1|PMK1]]  05:44, 1 June","PMK1|PMK1]]  05:44, 1 June",0
"Oops, sorry. I will do it.","Oops, sorry. I will do it.",0
"""==Add a comment here==

""","""==Add a comment here==

""",0
"Linkrot 

 142.204.141.222","Linkrot 

 142.204.141.222",0
(or a suitable subarticle),(or a suitable subarticle),0
"Also, the preview is free.","Also, the preview is free.",0
I am tired of his insults.,I am tired of his insults.,0
Wow - I didnt expect that.,Wow - I didnt expect that.,0
"[]
This book is my source.","[]
This book is my source.",0
"]]) 13:45, 15 January 2010","]]) 13:45, 15 January 2010",0
", nor is another Wikipedia",", nor is another Wikipedia",0
Syrian Civil War sanctions,Syrian Civil War sanctions,0
how do you make a article?,how do you make a article?,0
"""
 Talk:AXXo/GA1  (talk) ""","""
 Talk:AXXo/GA1  (talk) """,0
"What? 

Uh...notice board?","What? 

Uh...notice board?",0
from 3:40PM - 10:30PM (ET),from 3:40PM - 10:30PM (ET),0
How do I become an editor?,How do I become an editor?,0
China was armed by hitler.,China was armed by hitler.,0
"""
Talkback

• You Da One ""","""
Talkback

• You Da One """,0
What? Do you need a Diper?,What? Do you need a Diper?,0
User is not autoconfirmed.,User is not autoconfirmed.,0
13:00 5 October 2006 (UTC),13:00 5 October 2006 (UTC),0
"Possible sources 

 Thesis","Possible sources 

 Thesis",0
"""
Good eyes. Cheers, 247 ""","""
Good eyes. Cheers, 247 """,0
"what up!! 

Gansta Gansta!","what up!! 

Gansta Gansta!",0
"""==November 2009==
 talk ""","""==November 2009==
 talk """,0
And I admire you for that.,And I admire you for that.,0
and keep up the good work!,and keep up the good work!,0
elijah muhammad is correct,elijah muhammad is correct,0
Please sign your comments.,Please sign your comments.,0
As for the original block.,As for the original block.,0
"""

Move completed  (//c) ""","""

Move completed  (//c) """,0
The Mix exists. I have it.,The Mix exists. I have it.,0
involved in Sam's template,involved in Sam's template,0
wtf you temp block me for?,wtf you temp block me for?,0
"Okay, working on it now. -","Okay, working on it now. -",0
Please write in english ;),Please write in english ;),0
"""

 Talkback 

 of War 2 ""","""

 Talkback 

 of War 2 """,0
"done|Done, indexed, and }}","done|Done, indexed, and }}",0
Please post your question.,Please post your question.,0
by unisouth/the southerner,by unisouth/the southerner,0
need a disambiguation page,need a disambiguation page,0
"filmmaker]], or a disaster","filmmaker]], or a disaster",0
Thanks for the link.  talk,Thanks for the link.  talk,0
"From what I can tell, yes.","From what I can tell, yes.",0
I still wait for you reply,I still wait for you reply,0
symbolic stance by signing,symbolic stance by signing,0
please note the following:,please note the following:,0
What is a personal attack?,What is a personal attack?,0
and several other editors',and several other editors',0
Fair enough. Thanks again.,Fair enough. Thanks again.,0
Template:uw-vandalism1 > -,Template:uw-vandalism1 > -,0
"Vandalism 

No problem. -)","Vandalism 

No problem. -)",0
"November 6, 2006 – May 12,","November 6, 2006 – May 12,",0
"Interesting. Thanks, Skip.","Interesting. Thanks, Skip.",0
==what if i don't want to?,==what if i don't want to?,0
There is not Terry Annany.,There is not Terry Annany.,0
Or a big shot book critic?,Or a big shot book critic?,0
(27 Feb 2006 - 6 Apr 2006),(27 Feb 2006 - 6 Apr 2006),0
"guess what 

your retarded","guess what 

your retarded",0
"Mmmm, I love a good whine.","Mmmm, I love a good whine.",0
NEW IT VENTURE CORPORATION,NEW IT VENTURE CORPORATION,0
How can this be justified?,How can this be justified?,0
]] or Swansea Bay articles,]] or Swansea Bay articles,0
", a strong leader will do!",", a strong leader will do!",0
"""

 {fact} tags 

(talk) ""","""

 {fact} tags 

(talk) """,0
which has now been removed,which has now been removed,0
"Oh, I didn't know, thanks.","Oh, I didn't know, thanks.",0
hahah wow you are so funny,hahah wow you are so funny,0
and becki (but not gwenno),and becki (but not gwenno),0
""" other than """"unlikely""""""",""" other than """"unlikely""""""",0
appearing in the wikipedia,appearing in the wikipedia,0
This should not be deleted,This should not be deleted,0
He's moving to JTV on ABC.,He's moving to JTV on ABC.,0
"!!!!!
What is all of this.","!!!!!
What is all of this.",0
headlining as another name,headlining as another name,0
What are you talking about,What are you talking about,0
"sorry, forgot to sign this","sorry, forgot to sign this",0
yo what video do u have. E,yo what video do u have. E,0
Peanut Butter Cookie Time!,Peanut Butter Cookie Time!,0
Thanks reading there now !,Thanks reading there now !,0
"You've got mail! 

   chi?","You've got mail! 

   chi?",0
Fine by me. 67.170.215.166,Fine by me. 67.170.215.166,0
Its seems to have gone....,Its seems to have gone....,0
"So, it's extortion, eh. -)","So, it's extortion, eh. -)",0
Who are you showing it to?,Who are you showing it to?,0
"attack 

im not attacking!","attack 

im not attacking!",0
"Total average 1435:410=3,5","Total average 1435:410=3,5",0
(to play Junior Davis Cup),(to play Junior Davis Cup),0
I concur and have done so.,I concur and have done so.,0
Hello! I am a female dog..,Hello! I am a female dog..,0
"They aren't, they're poor.","They aren't, they're poor.",0
Thanks - I agree with you.,Thanks - I agree with you.,0
DELETE THIS PAGE PLZ ADMNI,DELETE THIS PAGE PLZ ADMNI,0
"""

 Doesn't matter what  ""","""

 Doesn't matter what  """,0
"Abi 17:45, 9 February 2014","Abi 17:45, 9 February 2014",0
Remove those links please.,Remove those links please.,0
Leave messages for me here,Leave messages for me here,0
")
 15:24, 29 May 2006 (UTC",")
 15:24, 29 May 2006 (UTC",0
"his playoff stats, this is","his playoff stats, this is",0
Yeah I guess you're right.,Yeah I guess you're right.,0
"Fair enough, I deserve it.","Fair enough, I deserve it.",0
"""
No problem.   '''''' ♠ ""","""
No problem.   '''''' ♠ """,0
I've replied on that page.,I've replied on that page.,0
"""
lol, thanks. -) (TALK) ""","""
lol, thanks. -) (TALK) """,0
scavenger than a predator.,scavenger than a predator.,0
Why has this been deleted?,Why has this been deleted?,0
"the word God (in Trinity),","the word God (in Trinity),",0
Thanks I'll give it a try!,Thanks I'll give it a try!,0
)revised back to original(,)revised back to original(,0
Cheers and thank you. talk,Cheers and thank you. talk,0
"Wasnt me  
It was your mum","Wasnt me  
It was your mum",0
bye bye .i. for your ortho,bye bye .i. for your ortho,0
"Please, cite your sources.","Please, cite your sources.",0
Naivity proven yet again ),Naivity proven yet again ),0
this user is a china plate,this user is a china plate,0
since they are independent,since they are independent,0
"""
I concur.  (reasoning) ""","""
I concur.  (reasoning) """,0
"Oleynik 

Don't vandalize.","Oleynik 

Don't vandalize.",0
having to re-cache them.'',having to re-cache them.'',0
"""
Never seen it!  (talk) ""","""
Never seen it!  (talk) """,0
What about the reception??,What about the reception??,0
citations of specific text,citations of specific text,0
've moved onto another IP),'ve moved onto another IP),0
Thanks but I already know.,Thanks but I already know.,0
I am reopening discussions,I am reopening discussions,0
"]]) 10:20, 22 January 2008","]]) 10:20, 22 January 2008",0
"NY, New York
United States","NY, New York
United States",0
Paddle Steamer Specialists,Paddle Steamer Specialists,0
Inform dont lie to meation,Inform dont lie to meation,0
=President of the European,=President of the European,0
"""
1996  Contributions /  ""","""
1996  Contributions /  """,0
Thanks - much appreciated.,Thanks - much appreciated.,0
"Original Research 

 augh!","Original Research 

 augh!",0
(Cenas Real Myspace Pagez0,(Cenas Real Myspace Pagez0,0
"Agreed, 48 is even better.","Agreed, 48 is even better.",0
"I know, the truth hurts. -","I know, the truth hurts. -",0
|listas = Niels of Denmark,|listas = Niels of Denmark,0
/Free Open Source software,/Free Open Source software,0
"Or rather, simply..thanks!","Or rather, simply..thanks!",0
"EDIT: Nevermind, I got it.","EDIT: Nevermind, I got it.",0
in this particular context,in this particular context,0
Thank you for your advise.,Thank you for your advise.,0
Thanks for the compliment.,Thanks for the compliment.,0
Yeah Barekk is just a kid.,Yeah Barekk is just a kid.,0
know as much as he thinks.,know as much as he thinks.,0
"20:21 pm, 21st March 2012.","20:21 pm, 21st March 2012.",0
Please drop it. It's over.,Please drop it. It's over.,0
REDIRECT Talk:On The Verge,REDIRECT Talk:On The Verge,0
"Pope Boniface 

Which one?","Pope Boniface 

Which one?",0
You're missing all the fun,You're missing all the fun,0
"All right, who blocked me?","All right, who blocked me?",0
It's true: it does happen.,It's true: it does happen.,0
in both Pakistan and India,in both Pakistan and India,0
"NawlinWiki, that is gross.","NawlinWiki, that is gross.",0
"edits, stop vandalising my","edits, stop vandalising my",0
for this isolated incident,for this isolated incident,0
"That will be great, thanks","That will be great, thanks",0
Hey I need stuff on France,Hey I need stuff on France,0
Show me the original maps.,Show me the original maps.,0
One minorities rarely win.,One minorities rarely win.,0
Keep per above.  (talk - ),Keep per above.  (talk - ),0
Man... what's your source?,Man... what's your source?,0
Where is the interruption?,Where is the interruption?,0
REDIRECT Talk:Lead Me Lord,REDIRECT Talk:Lead Me Lord,0
Manuel Caso & Kevin Zeredy,Manuel Caso & Kevin Zeredy,0
I'll extend the hold time.,I'll extend the hold time.,0
BIGGER WINNER THAN YOU....,BIGGER WINNER THAN YOU....,0
Exactly. Problem solved. -,Exactly. Problem solved. -,0
", and took it adjectivally",", and took it adjectivally",0
"— 03:29, Dec 8, 2003 (UTC)","— 03:29, Dec 8, 2003 (UTC)",0
"2:22 PM September 27, 2009","2:22 PM September 27, 2009",0
. His name is Scott McCord,. His name is Scott McCord,0
"em 0 1em; 
padding: .5em 1","em 0 1em; 
padding: .5em 1",0
my god your all heartless!,my god your all heartless!,0
The goggles do nothing!!!!,The goggles do nothing!!!!,0
Bits of stuff removed here,Bits of stuff removed here,0
", as, this is my IP adress",", as, this is my IP adress",0
long while before feedback,long while before feedback,0
"Ah, thank you for the tip.","Ah, thank you for the tip.",0
. Just my two cents though,. Just my two cents though,0
", i totally see your point",", i totally see your point",0
REDIRECT Talk:Erc of Slane,REDIRECT Talk:Erc of Slane,0
"Thanks, I'll check it out.","Thanks, I'll check it out.",0
This goes for you as well.,This goes for you as well.,0
Read the article again.  —,Read the article again.  —,0
Just stop it now...thanks.,Just stop it now...thanks.,0
"03:03, September 20, 2015‎","03:03, September 20, 2015‎",0
in the PRODUCTION  section,in the PRODUCTION  section,0
Please help me get a life.,Please help me get a life.,0
Removed due to censorshhip,Removed due to censorshhip,0
No trouble at all; thanks!,No trouble at all; thanks!,0
following a major redesign,following a major redesign,0
"Hey, im ripped as hell man","Hey, im ripped as hell man",0
wants to puff a smoke with,wants to puff a smoke with,0
Where am I? What happened?,Where am I? What happened?,0
Please leave me a message.,Please leave me a message.,0
2009 Australian dust storm,2009 Australian dust storm,0
"""
No problem! Best. zach ""","""
No problem! Best. zach """,0
Are you Persian (Iranian)?,Are you Persian (Iranian)?,0
User:They call me Mr. Pibb,User:They call me Mr. Pibb,0
3? is that enough or more?,3? is that enough or more?,0
I changed it. 72.71.227.73,I changed it. 72.71.227.73,0
Just random nazi soldiers?,Just random nazi soldiers?,0
"Thank you, . —  Talk/Stalk","Thank you, . —  Talk/Stalk",0
"""
Fair enough. ~~ [talk] ""","""
Fair enough. ~~ [talk] """,0
Please rethink your action,Please rethink your action,0
Article is no POV.Ron 1987,Article is no POV.Ron 1987,0
and is registred to an ISP,and is registred to an ISP,0
What are you studying man?,What are you studying man?,0
""" –  (talk) • (contribs) """,""" –  (talk) • (contribs) """,0
| dykdate=19 December 2007,| dykdate=19 December 2007,0
hi my name i mendedangel:P,hi my name i mendedangel:P,0
Watch primordial soup. Too,Watch primordial soup. Too,0
can go 2 talk 2 u ?? sorry,can go 2 talk 2 u ?? sorry,0
connar boy from Uwc sniper,connar boy from Uwc sniper,0
No.   I am hard to please.,No.   I am hard to please.,0
That is being rather petty,That is being rather petty,0
"omg 

Welcome back. —Giggy","omg 

Welcome back. —Giggy",0
I removed the book report.,I removed the book report.,0
"Project Breakfast 

Nice!!","Project Breakfast 

Nice!!",0
"15:27, 4 August 2013 (GMT)","15:27, 4 August 2013 (GMT)",0
make are accurate and fair,make are accurate and fair,0
"Template warnings
I see th","Template warnings
I see th",0
"""

 Blocked 

 BLACKKITE ""","""

 Blocked 

 BLACKKITE """,0
"""

 Battle of Besançon 

""","""

 Battle of Besançon 

""",0
Steven Gaskin - using  and,Steven Gaskin - using  and,0
", who reserved it for Jews",", who reserved it for Jews",0
bianca is large very large,bianca is large very large,0
"stop it 

you are not leet","stop it 

you are not leet",0
"""

Such as """"hoteti"""".   ""","""

Such as """"hoteti"""".   """,0
(clarified the z-spun) and,(clarified the z-spun) and,0
"""
 -Ty  Imperatrix Mundi ""","""
 -Ty  Imperatrix Mundi """,0
"there's no point, is there","there's no point, is there",0
"u smell 2 

u do u do u do","u smell 2 

u do u do u do",0
relevant information here.,relevant information here.,0
Where is the inline reply?,Where is the inline reply?,0
I hope others are around (,I hope others are around (,0
org Many ususual sightings,org Many ususual sightings,0
divided into two factions;,divided into two factions;,0
This Talk Page and Archive,This Talk Page and Archive,0
"I love you too, snookums )","I love you too, snookums )",0
"""

February 2010

 - aus ""","""

February 2010

 - aus """,0
December 2015 edit-warring,December 2015 edit-warring,0
", who passed away recently",", who passed away recently",0
in the body of the article,in the body of the article,0
"Talkback

causa sui (talk)","Talkback

causa sui (talk)",0
I am passing this article.,I am passing this article.,0
conduct Wikipedia business,conduct Wikipedia business,0
and in near directon to NS,and in near directon to NS,0
a couple of mouse buttons.,a couple of mouse buttons.,0
DISAMBIGUATION PAGE needed,DISAMBIGUATION PAGE needed,0
"""

 Invitation 

 talks  ""","""

 Invitation 

 talks  """,0
"""==April 2008==
   Talk  ""","""==April 2008==
   Talk  """,0
Thank you for your support,Thank you for your support,0
Brilliant. Thanks so much.,Brilliant. Thanks so much.,0
"Sorry, I cannot. Homework.","Sorry, I cannot. Homework.",0
"???? 

WHAT KIND OF THING?","???? 

WHAT KIND OF THING?",0
"""
Chill-out, dude.  Talk ""","""
Chill-out, dude.  Talk """,0
See WP:FU for explanation.,See WP:FU for explanation.,0
(for the police talk page),(for the police talk page),0
is under the illusion that,is under the illusion that,0
FUN!!! lol jk thts to mean,FUN!!! lol jk thts to mean,0
BBB is an information nazi,BBB is an information nazi,0
"A cool kid. Who is cool, 3","A cool kid. Who is cool, 3",0
"game? 

is this game good?","game? 

is this game good?",0
"jm 

Did u block me on msn","jm 

Did u block me on msn",0
"No problem.  Regards, Talk","No problem.  Regards, Talk",0
"why block
Why you block me","why block
Why you block me",0
wikibofh reverted 3 times.,wikibofh reverted 3 times.,0
Template:Marine life tasks,Template:Marine life tasks,0
Even emptier talk has been,Even emptier talk has been,0
You people are such tools.,You people are such tools.,0
replied on users talk page,replied on users talk page,0
"NYT search 

nothing found","NYT search 

nothing found",0
compared with Great Whites,compared with Great Whites,0
I forgot myself at Zilina.,I forgot myself at Zilina.,0
Talk about power tripping.,Talk about power tripping.,0
Now this is shouting to me,Now this is shouting to me,0
"Also, could you recolour ?","Also, could you recolour ?",0
"bloody hell, it continues!","bloody hell, it continues!",0
coming out of the [[closet,coming out of the [[closet,0
"ged likes penis =)

 1
0 0","ged likes penis =)

 1
0 0",0
Dude what is your problem?,Dude what is your problem?,0
"u smell 2 

its contaygius","u smell 2 

its contaygius",0
Systems admin for this IP.,Systems admin for this IP.,0
It's in line with WP:NPOV.,It's in line with WP:NPOV.,0
"""
That is a lie. ''''''  ""","""
That is a lie. ''''''  """,0
The page got deleted. Why?,The page got deleted. Why?,0
